Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,HouseAge,RemodelAge,TotalBath
53,90,RM,110,8472,Grvl,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,1,TA,CBlock,2,Gd,104,712,0,816,GasA,TA,N,SBrkr,816,0,0,816,1,0,1,0,2,1,3,5,Typ,0,Gd,CarPort,1963,Unf,2,516,5,TA,Y,106,0,0,0,0,0,Not indicated,0,5,2010,WD,Normal,110000,1632,47,47,2.0
54,20,RL,68,50271,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,BrkFace,0,2,TA,CBlock,0,Gd,1810,0,32,1842,GasA,Gd,Y,SBrkr,1842,0,0,1842,2,0,0,1,0,1,2,5,Typ,1,Gd,Attchd,1981,Fin,3,894,5,TA,Y,857,72,0,0,0,0,Not indicated,0,11,2006,WD,Normal,385000,3684,25,19,2.5
55,80,RL,60,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,CBlock,4,No,384,0,0,384,GasA,TA,Y,SBrkr,1360,0,0,1360,0,0,1,0,3,1,3,6,Min1,1,TA,Detchd,1962,Unf,2,572,5,TA,Y,0,50,0,0,0,0,MnPrv,0,2,2007,WD,Normal,130000,1744,52,52,1.0
56,20,RL,100,10175,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272,3,TA,CBlock,4,No,490,0,935,1425,GasA,Gd,Y,SBrkr,1425,0,0,1425,0,0,2,0,3,1,3,7,Typ,1,Gd,Attchd,1964,RFn,2,576,5,TA,Y,0,0,0,407,0,0,Not indicated,0,7,2008,WD,Normal,180500,2850,44,44,2.0
57,160,FV,24,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456,2,TA,PConc,2,No,649,0,321,970,GasA,Ex,Y,SBrkr,983,756,0,1739,1,0,2,1,3,1,2,7,Typ,0,Gd,Attchd,1999,Fin,2,480,5,TA,Y,115,0,0,0,0,0,Not indicated,0,8,2009,WD,Abnorml,172500,2709,10,9,3.5
58,60,RL,89,11645,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,PConc,2,No,0,0,860,860,GasA,Ex,Y,SBrkr,860,860,0,1720,0,0,2,1,3,1,2,7,Typ,0,Gd,Attchd,2004,RFn,2,565,5,TA,Y,0,70,0,0,0,0,Not indicated,0,8,2006,WD,Normal,196500,2580,2,2,2.5
59,60,RL,66,13682,Pave,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031,0,TA,PConc,0,Gd,0,0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,2,10,Typ,1,Gd,BuiltIn,2006,Fin,3,641,5,TA,Y,192,0,37,0,0,0,Not indicated,0,10,2006,New,Partial,438780,4355,0,0,3.5
60,20,RL,60,7200,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,3,TA,CBlock,4,Av,632,0,148,780,GasA,Ex,Y,SBrkr,780,0,0,780,0,0,1,0,2,1,3,4,Typ,0,Gd,Detchd,1973,Unf,1,352,5,TA,Y,196,0,0,0,0,0,MnPrv,0,1,2008,WD,Normal,124900,1560,36,36,1.0
61,20,RL,63,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,TA,PConc,2,No,941,0,217,1158,GasA,Ex,Y,SBrkr,1158,0,0,1158,1,0,1,1,3,1,2,5,Typ,0,Gd,Detchd,2006,Unf,2,576,5,TA,Y,0,50,0,0,0,0,Not indicated,0,5,2006,New,Partial,158000,2316,2,2,2.5
62,75,RM,60,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,BrkTil,4,No,0,0,530,530,GasA,TA,N,SBrkr,581,530,0,1111,0,0,1,0,3,1,1,6,Typ,0,Gd,Detchd,1935,Unf,1,288,5,TA,N,0,0,144,0,0,0,Not indicated,0,3,2007,WD,Normal,101000,1641,87,11,1.0
63,120,RL,44,6442,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178,2,TA,PConc,2,Mn,24,0,1346,1370,GasA,Ex,Y,SBrkr,1370,0,0,1370,0,0,2,0,2,1,2,6,Typ,1,Gd,Attchd,2006,RFn,2,484,5,TA,Y,120,49,0,0,0,0,Not indicated,0,10,2007,WD,Normal,202500,2740,1,1,2.0
64,70,RM,50,10300,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,BrkFace,0,3,TA,BrkTil,4,No,0,0,576,576,GasA,Gd,Y,SBrkr,902,808,0,1710,0,0,2,0,3,1,3,9,Typ,0,Gd,Detchd,1990,Unf,2,480,5,TA,Y,12,11,64,0,0,0,GdPrv,0,4,2010,WD,Normal,140000,2286,89,60,2.0
65,60,RL,70,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573,3,TA,PConc,2,No,739,0,318,1057,GasA,Ex,Y,SBrkr,1057,977,0,2034,1,0,2,1,3,1,2,8,Typ,0,Gd,Attchd,1998,RFn,2,645,5,TA,Y,576,36,0,0,0,0,GdPrv,0,2,2009,WD,Normal,219500,3091,12,11,3.5
66,60,RL,76,9591,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344,2,TA,PConc,0,Av,0,0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,2,9,Typ,1,Gd,BuiltIn,2004,RFn,3,852,5,TA,Y,192,151,0,0,0,0,Not indicated,0,10,2007,WD,Normal,317000,3616,3,2,2.5
67,20,RL,70,19900,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287,3,TA,CBlock,2,Gd,912,0,1035,1947,GasA,TA,Y,SBrkr,2207,0,0,2207,1,0,2,0,3,1,3,7,Min1,1,Gd,Attchd,1970,RFn,2,576,5,TA,Y,301,0,0,0,0,0,Not indicated,0,7,2010,WD,Normal,180000,4154,40,21,3.0
68,20,RL,72,10665,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167,2,TA,PConc,2,Av,1013,0,440,1453,GasA,Ex,Y,SBrkr,1479,0,0,1479,1,0,2,0,3,1,2,7,Typ,0,Gd,Attchd,2003,RFn,2,558,5,TA,Y,144,29,0,0,0,0,Not indicated,0,6,2007,WD,Normal,226000,2932,4,4,3.0
69,30,RM,47,4608,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,0,3,Gd,CBlock,4,No,0,0,747,747,GasA,TA,Y,SBrkr,747,0,0,747,0,0,1,0,2,1,3,4,Typ,0,Gd,Attchd,1945,Unf,1,220,5,TA,Y,0,0,0,0,0,0,Not indicated,0,6,2010,WD,Normal,80000,1494,65,60,1.0
70,50,RL,81,15593,Pave,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,BrkFace,0,2,TA,CBlock,4,No,603,0,701,1304,GasW,TA,Y,SBrkr,1304,983,0,2287,0,0,2,0,3,1,3,7,Typ,1,TA,Attchd,1953,Fin,2,667,5,TA,Y,0,21,114,0,0,0,Not indicated,0,7,2006,WD,Normal,225000,3591,53,53,2.0
71,20,RL,95,13651,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115,3,Gd,CBlock,2,Gd,1880,0,343,2223,GasA,Ex,Y,SBrkr,2223,0,0,2223,1,0,2,0,3,1,3,8,Typ,2,Gd,Attchd,1973,Fin,2,516,5,TA,Y,300,0,0,0,0,0,Not indicated,0,2,2007,WD,Normal,244000,4446,34,34,3.0
72,20,RL,69,7599,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,BrkFace,0,3,TA,CBlock,4,No,565,0,280,845,GasA,TA,Y,SBrkr,845,0,0,845,1,0,1,0,2,1,3,4,Typ,0,Gd,Detchd,1987,Unf,2,360,5,TA,Y,0,0,0,0,0,0,Not indicated,0,6,2007,WD,Normal,129500,1690,25,1,2.0
73,60,RL,74,10141,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40,3,TA,PConc,2,No,0,0,832,832,GasA,Gd,Y,SBrkr,885,833,0,1718,0,0,2,1,3,1,3,7,Typ,1,TA,Attchd,1998,Fin,2,427,5,TA,Y,0,94,0,0,291,0,Not indicated,0,12,2009,WD,Normal,185000,2550,11,11,2.5
74,20,RL,85,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104,3,TA,CBlock,4,No,320,362,404,1086,GasA,Gd,Y,SBrkr,1086,0,0,1086,1,0,1,0,3,1,3,6,Typ,0,Gd,Attchd,1989,Unf,2,490,5,TA,Y,0,0,0,0,0,0,GdWo,0,5,2010,WD,Normal,144900,2172,56,7,2.0
75,50,RM,60,5790,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,0,2,Gd,CBlock,1,No,0,0,840,840,GasA,Gd,N,SBrkr,840,765,0,1605,0,0,2,0,3,2,3,8,Typ,0,Gd,Detchd,1915,Unf,1,379,5,TA,Y,0,0,202,0,0,0,Not indicated,0,5,2010,WD,Normal,107400,2445,95,60,2.0
76,180,RM,21,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,BrkFace,0,3,TA,CBlock,2,Gd,462,0,0,462,GasA,TA,Y,SBrkr,526,462,0,988,1,0,1,0,2,1,3,5,Typ,0,Gd,BuiltIn,1973,Unf,1,297,5,TA,Y,120,101,0,0,0,0,GdWo,0,11,2009,WD,Normal,91000,1450,36,36,2.0
77,20,RL,70,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,TA,CBlock,4,No,228,0,724,952,GasA,Ex,Y,FuseA,952,0,0,952,0,0,1,0,2,1,3,4,Typ,0,Gd,Detchd,1956,Unf,1,283,5,TA,Y,0,0,0,0,0,0,Not indicated,0,4,2008,WD,Normal,135750,1904,52,52,1.0
78,50,RM,50,8635,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,TA,CBlock,4,No,336,41,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,1,0,1,0,2,1,3,6,Min1,0,Gd,Detchd,1948,Unf,1,240,5,TA,Y,0,0,0,0,0,0,MnPrv,0,1,2008,WD,Normal,127000,1957,60,7,2.0
79,90,RL,72,10778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,0,3,TA,CBlock,4,No,0,0,1768,1768,GasA,TA,N,SBrkr,1768,0,0,1768,0,0,2,0,4,2,3,8,Typ,0,Gd,Not indicated,1978,Not indicated,0,0,3,Not indicated,Y,0,0,0,0,0,0,Not indicated,0,4,2010,WD,Normal,136500,3536,42,42,2.0
80,50,RM,60,10440,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,TA,PConc,4,No,0,0,440,440,GasA,Gd,Y,SBrkr,682,548,0,1230,0,0,1,1,2,1,3,5,Typ,0,Gd,Detchd,1966,Unf,2,440,5,TA,Y,74,0,128,0,0,0,MnPrv,0,5,2009,WD,Normal,110000,1670,99,28,1.5
81,60,RL,100,13000,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576,3,Gd,CBlock,2,No,448,0,448,896,GasA,TA,Y,SBrkr,1182,960,0,2142,0,0,2,1,4,1,2,8,Typ,1,Gd,Attchd,1968,Fin,1,509,5,TA,Y,0,72,0,0,252,0,Not indicated,0,6,2009,WD,Normal,193500,3038,41,41,2.5
82,120,RM,32,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443,3,Gd,PConc,0,No,1201,0,36,1237,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,Typ,0,Gd,Attchd,1998,Fin,2,405,5,TA,Y,0,199,0,0,0,0,Not indicated,0,3,2006,WD,Normal,153500,2574,8,8,3.0
83,20,RL,78,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468,3,TA,PConc,2,No,33,0,1530,1563,GasA,Ex,Y,SBrkr,1563,0,0,1563,0,0,2,0,3,1,2,6,Typ,1,Gd,Attchd,2007,RFn,3,758,5,TA,Y,144,99,0,0,0,0,Not indicated,0,10,2008,WD,Normal,245000,3126,1,1,2.0
84,20,RL,80,8892,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66,3,TA,CBlock,4,No,0,0,1065,1065,GasA,Gd,Y,SBrkr,1065,0,0,1065,0,0,1,1,3,1,3,6,Typ,0,Gd,Detchd,1974,Unf,2,461,5,TA,Y,74,0,0,0,0,0,Not indicated,0,7,2007,COD,Normal,126500,2130,47,47,1.5
85,80,RL,70,8530,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22,3,TA,PConc,2,No,0,0,384,384,GasA,Gd,Y,SBrkr,804,670,0,1474,0,0,2,1,3,1,3,7,Typ,1,TA,BuiltIn,1995,Fin,2,400,5,TA,Y,120,72,0,0,0,0,Not indicated,700,5,2009,WD,Normal,168500,1858,14,13,2.5
86,60,RL,121,16059,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284,2,TA,CBlock,2,No,0,0,1288,1288,GasA,Ex,Y,SBrkr,1301,1116,0,2417,0,0,2,1,4,1,2,9,Typ,1,TA,Attchd,1991,Unf,2,462,5,TA,Y,127,82,0,0,0,0,Not indicated,0,4,2006,WD,Normal,260000,3705,15,14,2.5
87,60,RL,122,11911,Pave,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,2,TA,PConc,2,Av,0,0,684,684,GasA,Ex,Y,SBrkr,684,876,0,1560,0,0,2,1,3,1,2,6,Typ,1,Gd,BuiltIn,2005,Fin,2,400,5,TA,Y,100,38,0,0,0,0,Not indicated,0,3,2009,WD,Normal,174000,2244,4,4,2.5
88,160,FV,40,3951,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76,2,TA,PConc,2,Av,0,0,612,612,GasA,Ex,Y,SBrkr,612,612,0,1224,0,0,2,1,2,1,2,4,Typ,0,Gd,Detchd,2009,RFn,2,528,5,TA,Y,0,234,0,0,0,0,Not indicated,0,6,2009,New,Partial,164500,1836,0,0,2.5
89,50,C (all),105,8470,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,BrkFace,0,1,Fa,CBlock,4,No,0,0,1013,1013,GasA,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,1,6,Typ,0,Gd,Not indicated,1978,Not indicated,0,0,3,Not indicated,N,0,0,156,0,0,0,MnPrv,0,10,2009,ConLD,Abnorml,85000,2026,94,27,1.0
90,20,RL,60,8070,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,TA,PConc,2,No,588,0,402,990,GasA,Ex,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,Typ,0,Gd,Not indicated,1978,Not indicated,0,0,3,Not indicated,Y,0,0,0,0,0,0,Not indicated,0,8,2007,WD,Normal,123600,1980,13,12,2.0
91,20,RL,60,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,BrkFace,0,3,TA,Slab,3,Not indicated,0,0,0,0,GasA,TA,Y,FuseA,1040,0,0,1040,0,0,1,0,2,1,3,4,Typ,0,Gd,Detchd,1950,Unf,2,420,5,TA,Y,0,29,0,0,0,0,Not indicated,0,7,2006,WD,Normal,109900,1040,56,56,1.0
92,20,RL,85,8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203,3,TA,CBlock,4,No,600,0,635,1235,GasA,TA,Y,SBrkr,1235,0,0,1235,0,0,1,0,2,1,3,6,Typ,0,Gd,Attchd,1961,Unf,2,480,5,TA,Y,0,0,0,0,0,0,GdWo,0,12,2006,WD,Abnorml,98600,2470,45,45,1.0
93,30,RL,80,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,Gd,BrkTil,2,No,713,0,163,876,GasA,Ex,Y,SBrkr,964,0,0,964,1,0,1,0,2,1,3,5,Typ,0,Gd,Detchd,1921,Unf,2,432,5,TA,Y,0,0,44,0,0,0,Not indicated,0,8,2009,WD,Normal,163500,1840,88,3,2.0
94,190,C (all),60,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,0,3,TA,BrkTil,4,Mn,1046,0,168,1214,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,3,9,Typ,1,Gd,Detchd,1900,Unf,2,506,5,TA,Y,0,0,0,0,99,0,Not indicated,0,11,2007,WD,Normal,133900,3505,97,9,2.5
95,60,RL,69,9337,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,Gd,PConc,2,No,648,0,176,824,GasA,Ex,Y,SBrkr,905,881,0,1786,1,0,2,1,3,1,2,7,Typ,0,Gd,Attchd,1997,RFn,2,684,5,TA,Y,0,162,0,0,0,0,Not indicated,0,5,2007,WD,Normal,204750,2610,10,10,3.5
96,60,RL,70,9765,Pave,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68,0,Gd,PConc,2,No,310,0,370,680,GasA,Gd,Y,SBrkr,680,790,0,1470,0,0,2,1,3,1,3,6,Typ,1,TA,BuiltIn,1993,Fin,2,420,5,TA,Y,232,63,0,0,0,0,Not indicated,480,4,2009,WD,Normal,185000,2150,16,16,2.5
97,20,RL,78,10264,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183,2,TA,PConc,2,Av,1162,0,426,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,2,6,Typ,0,Gd,Attchd,1999,RFn,2,472,5,TA,Y,158,29,0,0,0,0,Not indicated,0,8,2006,WD,Normal,214000,3176,7,7,2.0
98,20,RL,73,10921,Pave,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48,3,TA,CBlock,4,No,520,0,440,960,GasA,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,3,6,Typ,0,Gd,Attchd,1965,Fin,1,432,5,TA,P,120,0,0,0,0,0,Not indicated,0,5,2007,WD,Normal,94750,1920,42,42,2.0
99,30,RL,85,10625,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0,3,TA,BrkTil,4,No,108,0,350,458,GasA,Fa,N,SBrkr,835,0,0,835,0,0,1,0,2,1,3,5,Typ,0,Gd,Basment,1920,Unf,1,366,1,TA,Y,0,0,77,0,0,0,Not indicated,400,5,2010,COD,Abnorml,83000,1293,90,60,1.0
100,20,RL,77,9320,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,BrkFace,0,3,TA,CBlock,4,No,569,0,381,950,GasA,Fa,Y,SBrkr,1225,0,0,1225,1,0,1,1,3,1,3,6,Typ,0,Gd,Not indicated,1978,Not indicated,0,0,3,Not indicated,Y,352,0,0,0,0,0,Not indicated,400,1,2010,WD,Normal,128950,2175,51,51,2.5
101,20,RL,70,10603,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28,3,TA,PConc,4,Mn,1200,0,410,1610,GasA,Gd,Y,SBrkr,1610,0,0,1610,1,0,2,0,3,1,2,6,Typ,2,TA,Attchd,1977,RFn,2,480,5,TA,Y,168,68,0,0,0,0,Not indicated,0,2,2010,WD,Normal,205000,3220,33,9,3.0
102,60,RL,77,9206,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336,2,TA,CBlock,2,No,0,0,741,741,GasA,TA,Y,SBrkr,977,755,0,1732,0,0,2,1,3,1,2,7,Typ,1,TA,Attchd,1985,Fin,2,476,5,TA,Y,192,46,0,0,0,0,Not indicated,0,6,2010,WD,Normal,178000,2473,25,25,2.5
103,90,RL,64,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,0,3,Fa,Slab,3,Not indicated,0,0,0,0,GasA,TA,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,Typ,0,Gd,Attchd,1979,Unf,2,410,5,TA,Y,0,0,0,0,0,0,Not indicated,0,6,2009,WD,Alloca,118964,1535,30,30,2.0
104,20,RL,94,10402,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,3,TA,PConc,2,No,0,0,1226,1226,GasA,Ex,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,2,6,Typ,0,Gd,Attchd,2009,RFn,3,740,5,TA,Y,0,36,0,0,0,0,Not indicated,0,5,2010,WD,Normal,198900,2452,1,1,2.0
105,50,RM,70,7758,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600,3,Fa,PConc,4,No,224,0,816,1040,GasA,Ex,Y,FuseF,1226,592,0,1818,0,0,1,1,4,1,3,7,Typ,2,TA,Detchd,1951,Unf,1,240,5,TA,Y,0,0,0,0,184,0,Not indicated,0,6,2007,WD,Normal,169500,2858,76,57,1.5
106,60,FV,75,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768,2,TA,PConc,0,No,0,0,1053,1053,GasA,Ex,Y,SBrkr,1053,939,0,1992,0,0,2,1,3,1,2,9,Typ,1,Gd,Attchd,2003,RFn,2,648,5,TA,Y,140,45,0,0,0,0,Not indicated,0,8,2008,WD,Normal,250000,3045,5,4,2.5
